,Unnamed: 0,permutations,route,distances
0,0,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",12TH -> 16TH,13.735999999999999
1,1,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",12TH -> 19TH,568.0
2,2,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",12TH -> 24TH,14.114
3,3,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",12TH -> ANTC,48.119
4,4,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",12TH -> ASHB,5.46
5,5,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",12TH -> BALB,17.993
6,6,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",12TH -> BAYF,17.442
7,7,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",12TH -> BERY,59.775
8,8,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",12TH -> CAST,21.342
9,9,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",12TH -> CIVC,12.833
10,10,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",12TH -> COLS,8.612
11,11,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",12TH -> COLM,21.676
12,12,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",12TH -> CONC,28.484
13,13,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",12TH -> DALY,20.511
14,14,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",12TH -> DBRK,7.39
15,15,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",12TH -> DUBL,34.68
16,16,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",12TH -> DELN,14.081
17,17,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",12TH -> PLZA,11.267000000000001
18,18,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",12TH -> EMBR,11.112
19,19,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",12TH -> FRMT,37.769
20,20,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",12TH -> FTVL,5.26
21,21,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",12TH -> GLEN,16.312
22,22,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",12TH -> HAYW,22.052
23,23,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",12TH -> LAFY,16.298
24,24,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",12TH -> LAKE,931.0
25,25,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",12TH -> MCAR,2.843
26,26,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",12TH -> MLBR,24.824
27,27,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",12TH -> MLPT,55.172
28,28,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",12TH -> MONT,11.513
29,29,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",12TH -> NBRK,7.885
30,30,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",12TH -> NCON,31.028000000000002
31,31,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",12TH -> OAKL,11.347000000000001
32,32,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",12TH -> ORIN,11.329
33,33,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",12TH -> PITT,37.348
34,34,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",12TH -> PCTR,41.093999999999994
35,35,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",12TH -> PHIL,23.476999999999997
36,36,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",12TH -> POWL,12.2
37,37,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",12TH -> RICH,16.461
38,38,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",12TH -> ROCK,4.887
39,39,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",12TH -> SBRN,22.453000000000003
40,40,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",12TH -> SFIA,23.464000000000002
41,41,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",12TH -> SANL,13.331
42,42,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",12TH -> SHAY,26.675
43,43,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",12TH -> SSAN,21.723000000000003
44,44,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",12TH -> UCTY,32.615
45,45,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",12TH -> WCRK,21.203000000000003
46,46,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",12TH -> WARM,44.543
47,47,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",12TH -> WDUB,32.351
48,48,"(array(['12TH', '37.803768', '-122.271450'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",12TH -> WOAK,2.0869999999999997
49,49,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",16TH -> 12TH,13.735999999999999
50,50,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",16TH -> 19TH,14.139000000000001
51,51,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",16TH -> 24TH,1.4080000000000001
52,52,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",16TH -> ANTC,61.744
53,53,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",16TH -> ASHB,16.389
54,54,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",16TH -> BALB,5.4239999999999995
55,55,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",16TH -> BAYF,26.903000000000002
56,56,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",16TH -> BERY,65.282
57,57,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",16TH -> CAST,31.405
58,58,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",16TH -> CIVC,1.705
59,59,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",16TH -> COLS,19.651
60,60,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",16TH -> COLM,9.846
61,61,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",16TH -> CONC,41.446000000000005
62,62,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",16TH -> DALY,7.871
63,63,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",16TH -> DBRK,17.73
64,64,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",16TH -> DUBL,46.365
65,65,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",16TH -> DELN,19.979
66,66,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",16TH -> PLZA,18.636
67,67,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",16TH -> EMBR,3.6830000000000003
68,68,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",16TH -> FRMT,45.373000000000005
69,69,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",16TH -> FTVL,17.239
70,70,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",16TH -> GLEN,3.773
71,71,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",16TH -> HAYW,31.158
72,72,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",16TH -> LAFY,29.605
73,73,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",16TH -> LAKE,14.052
74,74,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",16TH -> MCAR,15.200999999999999
75,75,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",16TH -> MLBR,18.573
76,76,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",16TH -> MLPT,61.108000000000004
77,77,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",16TH -> MONT,3.167
78,78,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",16TH -> NBRK,17.045
79,79,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",16TH -> NCON,43.673
80,80,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",16TH -> OAKL,19.156
81,81,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",16TH -> ORIN,24.276999999999997
82,82,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",16TH -> PITT,50.363
83,83,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",16TH -> PCTR,54.37
84,84,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",16TH -> PHIL,36.782
85,85,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",16TH -> POWL,2.394
86,86,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",16TH -> RICH,20.0
87,87,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",16TH -> ROCK,17.256
88,88,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",16TH -> SBRN,14.174000000000001
89,89,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",16TH -> SFIA,16.77
90,90,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",16TH -> SANL,23.285999999999998
91,91,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",16TH -> SHAY,35.086999999999996
92,92,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",16TH -> SSAN,11.425
93,93,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",16TH -> UCTY,40.415
94,94,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",16TH -> WCRK,34.686
95,95,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",16TH -> WARM,51.477
96,96,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",16TH -> WDUB,43.873999999999995
97,97,"(array(['16TH', '37.765062', '-122.419694'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",16TH -> WOAK,11.82
98,98,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",19TH -> 12TH,568.0
99,99,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",19TH -> 16TH,14.139000000000001
100,100,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",19TH -> 24TH,14.552999999999999
101,101,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",19TH -> ANTC,47.669
102,102,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",19TH -> ASHB,4.95
103,103,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",19TH -> BALB,18.47
104,104,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",19TH -> BAYF,17.614
105,105,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",19TH -> BERY,60.043
106,106,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",19TH -> CAST,21.447
107,107,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",19TH -> CIVC,13.190999999999999
108,108,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",19TH -> COLS,8.769
109,109,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",19TH -> COLM,22.186999999999998
110,110,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",19TH -> CONC,27.959
111,111,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",19TH -> DALY,20.996
112,112,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",19TH -> DBRK,6.875
113,113,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",19TH -> DUBL,34.614000000000004
114,114,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",19TH -> DELN,13.668
115,115,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",19TH -> PLZA,10.828
116,116,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",19TH -> EMBR,11.425999999999998
117,117,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",19TH -> FRMT,37.97
118,118,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",19TH -> FTVL,5.403
119,119,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",19TH -> GLEN,16.781
120,120,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",19TH -> HAYW,22.219
121,121,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",19TH -> LAFY,15.79
122,122,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",19TH -> LAKE,1.296
123,123,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",19TH -> MCAR,2.31
124,124,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",19TH -> MLBR,25.391
125,125,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",19TH -> MLPT,55.426
126,126,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",19TH -> MONT,11.841
127,127,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",19TH -> NBRK,7.42
128,128,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",19TH -> NCON,30.489
129,129,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",19TH -> OAKL,11.694
130,130,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",19TH -> ORIN,10.785
131,131,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",19TH -> PITT,36.829
132,132,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",19TH -> PCTR,40.595
133,133,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",19TH -> PHIL,22.974
134,134,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",19TH -> POWL,12.545
135,135,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",19TH -> RICH,16.117
136,136,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",19TH -> ROCK,4.321000000000001
137,137,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",19TH -> SBRN,23.016
138,138,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",19TH -> SFIA,24.031999999999996
139,139,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",19TH -> SANL,13.507
140,140,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",19TH -> SHAY,26.863000000000003
141,141,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",19TH -> SSAN,22.263
142,142,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",19TH -> UCTY,32.818000000000005
143,143,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",19TH -> WCRK,20.721
144,144,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",19TH -> WARM,44.765
145,145,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",19TH -> WDUB,32.304
146,146,"(array(['19TH', '37.808350', '-122.268602'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",19TH -> WOAK,2.366
147,147,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",24TH -> 12TH,14.114
148,148,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",24TH -> 16TH,1.4080000000000001
149,149,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",24TH -> 19TH,14.552999999999999
150,150,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",24TH -> ANTC,62.221000000000004
151,151,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",24TH -> ASHB,17.158
152,152,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",24TH -> BALB,4.301
153,153,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",24TH -> BAYF,26.412
154,154,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",24TH -> BERY,64.243
155,155,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",24TH -> CAST,30.934
156,156,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",24TH -> CIVC,3.055
157,157,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",24TH -> COLS,19.476
158,158,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",24TH -> COLM,8.657
159,159,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",24TH -> CONC,42.14
160,160,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",24TH -> DALY,6.836
161,161,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",24TH -> DBRK,18.588
162,162,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",24TH -> DUBL,46.041000000000004
163,163,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",24TH -> DELN,21.180999999999997
164,164,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",24TH -> PLZA,19.732
165,165,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",24TH -> EMBR,4.867
166,166,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",24TH -> FRMT,44.559
167,167,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",24TH -> FTVL,17.25
168,168,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",24TH -> GLEN,2.563
169,169,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",24TH -> HAYW,30.581
170,170,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",24TH -> LAFY,30.19
171,171,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",24TH -> LAKE,14.344000000000001
172,172,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",24TH -> MCAR,15.792
173,173,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",24TH -> MLBR,17.168
174,174,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",24TH -> MLPT,60.108000000000004
175,175,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",24TH -> MONT,4.378
176,176,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",24TH -> NBRK,17.979
177,177,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",24TH -> NCON,44.434
178,178,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",24TH -> OAKL,18.65
179,179,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",24TH -> ORIN,24.923000000000002
180,180,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",24TH -> PITT,51.055
181,181,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",24TH -> PCTR,54.994
182,182,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",24TH -> PHIL,37.381
