,Unnamed: 0,permutations,route,distances
1755,1755,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",PCTR -> SFIA,62.838
1756,1756,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",PCTR -> SANL,40.585
1757,1757,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",PCTR -> SHAY,45.068999999999996
1758,1758,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",PCTR -> SSAN,62.592
1759,1759,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",PCTR -> UCTY,48.772
1760,1760,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",PCTR -> WCRK,19.952
1761,1761,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",PCTR -> WARM,57.472
1762,1762,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",PCTR -> WDUB,35.473
1763,1763,"(array(['PCTR', '38.016941', '-121.889457'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",PCTR -> WOAK,42.74100000000001
1764,1764,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",PHIL -> 12TH,23.476999999999997
1765,1765,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",PHIL -> 16TH,36.782
1766,1766,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",PHIL -> 19TH,22.974
1767,1767,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",PHIL -> 24TH,37.381
1768,1768,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",PHIL -> ANTC,25.309
1769,1769,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",PHIL -> ASHB,20.605
1770,1770,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",PHIL -> BALB,41.417
1771,1771,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",PHIL -> BAYF,26.511
1772,1772,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",PHIL -> BERY,64.355
1773,1773,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",PHIL -> CAST,26.519000000000002
1774,1774,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",PHIL -> CIVC,35.565
1775,1775,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",PHIL -> COLS,23.065
1776,1776,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",PHIL -> COLM,45.15
1777,1777,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",PHIL -> CONC,5.566
1778,1778,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",PHIL -> DALY,43.956
1779,1779,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",PHIL -> DBRK,19.733
1780,1780,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",PHIL -> DUBL,28.767
1781,1781,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",PHIL -> DELN,22.901999999999997
1782,1782,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",PHIL -> PLZA,21.524
1783,1783,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",PHIL -> EMBR,33.556999999999995
1784,1784,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",PHIL -> FRMT,41.887
1785,1785,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",PHIL -> FTVL,22.605
1786,1786,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",PHIL -> GLEN,39.705999999999996
1787,1787,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",PHIL -> HAYW,28.932
1788,1788,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",PHIL -> LAFY,7.194
1789,1789,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",PHIL -> LAKE,23.495
1790,1790,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",PHIL -> MCAR,21.593000000000004
1791,1791,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",PHIL -> MLBR,46.708
1792,1792,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",PHIL -> MLPT,59.486999999999995
1793,1793,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",PHIL -> MONT,34.049
1794,1794,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",PHIL -> NBRK,20.878
1795,1795,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",PHIL -> NCON,8.762
1796,1796,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",PHIL -> OAKL,27.616
1797,1797,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",PHIL -> ORIN,12.533
1798,1798,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",PHIL -> PITT,14.0
1799,1799,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",PHIL -> PCTR,17.624000000000002
1800,1800,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",PHIL -> POWL,34.841
1801,1801,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",PHIL -> RICH,26.101
1802,1802,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",PHIL -> ROCK,19.533
1803,1803,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",PHIL -> SBRN,45.298
1804,1804,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",PHIL -> SFIA,45.677
1805,1805,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",PHIL -> SANL,24.769000000000002
1806,1806,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",PHIL -> SHAY,32.738
1807,1807,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",PHIL -> SSAN,45.052
1808,1808,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",PHIL -> UCTY,37.760999999999996
1809,1809,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",PHIL -> WCRK,2.747
1810,1810,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",PHIL -> WARM,48.555
1811,1811,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",PHIL -> WDUB,27.829
1812,1812,"(array(['PHIL', '37.928468', '-122.056012'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",PHIL -> WOAK,25.118000000000002
1813,1813,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",POWL -> 12TH,12.2
1814,1814,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",POWL -> 16TH,2.394
1815,1815,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",POWL -> 19TH,12.545
1816,1816,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",POWL -> 24TH,3.673
1817,1817,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",POWL -> ANTC,59.923
1818,1818,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",POWL -> ASHB,14.315999999999999
1819,1819,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",POWL -> BALB,7.817
1820,1820,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",POWL -> BAYF,26.625
1821,1821,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",POWL -> BERY,66.016
1822,1822,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",POWL -> CAST,31.064
1823,1823,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",POWL -> CIVC,756.0
1824,1824,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",POWL -> COLS,18.89
1825,1825,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",POWL -> COLM,12.24
1826,1826,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",POWL -> CONC,39.397
1827,1827,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",POWL -> DALY,10.247
1828,1828,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",POWL -> DBRK,15.558
1829,1829,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",POWL -> DUBL,45.726000000000006
1830,1830,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",POWL -> DELN,17.586
1831,1831,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",POWL -> PLZA,16.277
1832,1832,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",POWL -> EMBR,1.3430000000000002
1833,1833,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",POWL -> FRMT,45.643
1834,1834,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",POWL -> FTVL,16.207
1835,1835,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",POWL -> GLEN,6.1579999999999995
1836,1836,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",POWL -> HAYW,31.011999999999997
1837,1837,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",POWL -> LAFY,27.693
1838,1838,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",POWL -> LAKE,12.639000000000001
1839,1839,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",POWL -> MCAR,13.352
1840,1840,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",POWL -> MLBR,20.59
1841,1841,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",POWL -> MLPT,61.754
1842,1842,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",POWL -> MONT,819.0
1843,1843,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",POWL -> NBRK,14.804
1844,1844,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",POWL -> NCON,41.553999999999995
1845,1845,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",POWL -> OAKL,18.97
1846,1846,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",POWL -> ORIN,22.31
1847,1847,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",POWL -> PITT,48.309
1848,1848,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",POWL -> PCTR,52.385
1849,1849,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",POWL -> PHIL,34.841
1850,1850,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",POWL -> RICH,17.635
1851,1851,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",POWL -> ROCK,15.317
1852,1852,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",POWL -> SBRN,16.348
1853,1853,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",POWL -> SFIA,18.808
1854,1854,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",POWL -> SANL,22.838
1855,1855,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",POWL -> SHAY,35.122
1856,1856,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",POWL -> SSAN,13.753
1857,1857,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",POWL -> UCTY,40.614000000000004
1858,1858,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",POWL -> WCRK,32.821
1859,1859,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",POWL -> WARM,51.905
1860,1860,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",POWL -> WDUB,43.27
1861,1861,"(array(['POWL', '37.784471', '-122.407974'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",POWL -> WOAK,10.182
1862,1862,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",RICH -> 12TH,16.461
1863,1863,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",RICH -> 16TH,20.0
1864,1864,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",RICH -> 19TH,16.117
1865,1865,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",RICH -> 24TH,21.307
1866,1866,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",RICH -> ANTC,50.68
1867,1867,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",RICH -> ASHB,11.864
1868,1868,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",RICH -> BALB,25.36
1869,1869,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",RICH -> BAYF,33.323
1870,1870,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",RICH -> BERY,76.03399999999999
1871,1871,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",RICH -> CAST,36.69
1872,1872,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",RICH -> CIVC,18.294
1873,1873,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",RICH -> COLS,24.586
1874,1874,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",RICH -> COLM,29.787
1875,1875,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",RICH -> CONC,28.734
1876,1876,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",RICH -> DALY,27.636
1877,1877,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",RICH -> DBRK,10.530999999999999
1878,1878,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",RICH -> DUBL,47.735
1879,1879,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",RICH -> DELN,3.446
1880,1880,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",RICH -> PLZA,6.096
1881,1881,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",RICH -> EMBR,6.096
1882,1882,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",RICH -> FRMT,53.683
1883,1883,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",RICH -> FTVL,21.3
1884,1884,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",RICH -> GLEN,23.77
1885,1885,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",RICH -> HAYW,37.842
1886,1886,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",RICH -> LAFY,20.645
1887,1887,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",RICH -> LAKE,17.377
1888,1888,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",RICH -> MCAR,14.183
1889,1889,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",RICH -> MLBR,37.585
1890,1890,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",RICH -> MLPT,71.367
1891,1891,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",RICH -> MONT,16.947
1892,1892,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",RICH -> NBRK,9.297
1893,1893,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",RICH -> NCON,29.754
1894,1894,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",RICH -> OAKL,27.805999999999997
1895,1895,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",RICH -> ORIN,16.234
1896,1896,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",RICH -> PITT,36.943000000000005
1897,1897,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",RICH -> PCTR,41.648999999999994
1898,1898,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",RICH -> PHIL,26.101
1899,1899,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",RICH -> POWL,17.635
1900,1900,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",RICH -> ROCK,13.605
1901,1901,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",RICH -> SBRN,33.756
1902,1902,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",RICH -> SFIA,35.888000000000005
1903,1903,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",RICH -> SANL,29.293000000000003
1904,1904,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",RICH -> SHAY,42.562
1905,1905,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",RICH -> SSAN,31.381
1906,1906,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",RICH -> UCTY,48.562
1907,1907,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",RICH -> WCRK,25.319000000000003
1908,1908,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",RICH -> WARM,60.571999999999996
1909,1909,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",RICH -> WDUB,45.744
1910,1910,"(array(['RICH', '37.936853', '-122.353099'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",RICH -> WOAK,15.55
1911,1911,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",ROCK -> 12TH,4.887
1912,1912,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",ROCK -> 16TH,17.256
1913,1913,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",ROCK -> 19TH,4.321000000000001
1914,1914,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",ROCK -> 24TH,17.906
1915,1915,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",ROCK -> ANTC,44.63
1916,1916,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",ROCK -> ASHB,1.874
1917,1917,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",ROCK -> BALB,22.035999999999998
1918,1918,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",ROCK -> BAYF,19.782
1919,1919,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",ROCK -> BERY,62.562
1920,1920,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",ROCK -> CAST,23.086
1921,1921,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",ROCK -> CIVC,16.037
1922,1922,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",ROCK -> COLS,11.210999999999999
1923,1923,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",ROCK -> COLM,25.980999999999998
1924,1924,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",ROCK -> CONC,24.237
1925,1925,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",ROCK -> DALY,24.596
1926,1926,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",ROCK -> DBRK,3.188
1927,1927,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",ROCK -> DUBL,34.84
1928,1928,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",ROCK -> DELN,10.635
1929,1929,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",ROCK -> PLZA,7.683
1930,1930,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",ROCK -> EMBR,14.047
1931,1931,"(array(['ROCK', '37.844702', '-122.251371'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",ROCK -> FRMT,40.101
